1,64.6665
2,62.6507
3,64.9848
4,60.598
5,59.1417
6,50.0878
7,43.1215
8,38.6836
9,25.1421
10,22.1792
11,17.4931
12,71.3532
13,64.8194
14,58.4954
15,55.9602
16,49.9376
17,43.0131
18,40.815
19,37.6017
20,33.5479
21,28.687
22,25.5271
23,71.399
24,66.0942
25,69.7647
26,54.9202
27,51.2427
28,52.2907
29,44.0229
30,41.2735
31,38.098
32,32.8187
33,28.7812
34,71.7413
35,62.9588
36,57.0793
37,51.8439
38,51.6335
39,48.86
40,45.1046
41,42.4949
42,34.8872
43,31.3473
44,19.0404
45,16.1006
46,58.2845
47,56.8476
48,54.4645
49,47.7378
50,48.2594
51,39.8596
52,37.898
53,31.3927
54,31.7121
55,27.8848
56,29.3948
57,57.5867
58,58.1398
59,52.7476
60,44.6905
61,49.3781
62,50.7191
63,41.9407
64,39.7081
65,37.2808
66,35.6967
67,27.8214
68,69.9604
103,65.5988
104,61.7999
105,60.7024
106,57.5045
107,54.7021
108,52.7787
109,48.7018
110,41.7936
111,35.1188
112,22.0517
113,16.1466
114,65.6836
115,63.2601
116,60.3643
117,57.6056
118,52.8326
119,48.8494
120,46.3543
121,44.3049
122,37.5009
123,33.4034
124,32.3944
125,70.0135
126,63.8205
127,59.5902
128,59.0163
129,58.4471
130,49.8062
131,48.001
132,39.3915
133,38.6649
134,33.2163
135,32.4652
136,74.5343
137,70.233
138,74.7202
139,70.0316
140,66.949
141,62.0167
142,62.3205
143,49.9673
144,42.0378
145,33.1492
146,23.3911
147,16.1466
148,71.5203
149,62.491
150,58.0603
151,55.8285
152,57.7296
153,51.5376
154,49.2089
155,42.669
156,37.0359
157,33.1456
158,32.1415
159,65.9125
160,51.2157
161,64.4492
162,63.9823
163,57.4211
164,50.8315
165,44.9366
166,43.8159
167,37.9661
168,34.4285
169,33.5748
170,67.511
171,64.7498
172,63.3113
173,66.469
174,63.9662
175,58.5783
176,51.8796
177,49.6129
178,36.0628
179,27.3088
180,18.92
181,18.5861
182,60.5659
183,63.5159
184,60.6023
185,55.7472
186,54.6881
187,49.0996
188,42.1419
189,41.8971
190,35.8227
191,32.4176
192,27.8992
193,61.5192
194,60.3153
195,61.5467
196,55.3484
197,48.6965
198,45.5632
199,47.4831
200,42.281
201,39.6815
202,29.7227
203,29.6187
204,66.2921
205,65.4304
206,61.9784
207,60.6536
208,56.3198
209,56.8202
210,53.27
211,48.0282
212,44.5712
213,27.3416
214,19.3861
215,17.301
216,61.3127
217,60.5541
218,60.4048
219,52.9654
220,50.7295
221,51.546
222,43.0661
223,43.5299
224,37.5632
225,33.4096
226,29.8204
227,60.7049
228,62.4242
229,59.6005
230,55.6546
231,54.8414
232,52.3725
233,49.6385
234,43.1487
235,39.3187
236,32.9439
237,32.7549
238,68.0506
273,63.7204
274,61.5746
275,61.3391
276,62.9189
277,58.8353
278,53.1332
279,51.0186
280,45.5719
281,31.2075
282,18.9775
283,16.6673
284,65.158
285,61.6491
286,59.9906
287,54.1722
288,53.514
289,49.6887
290,43.6441
291,39.9403
292,38.1444
293,34.6757
294,29.4963
295,67.5703
296,60.553
297,57.7541
298,51.979
299,48.7805
300,47.0777
301,42.6264
302,35.5944
303,37.2194
304,30.2767
305,30.2616
306,65.5694
307,63.0174
308,64.1572
309,62.1844
310,60.7919
311,58.3698
312,55.9583
313,48.7814
314,43.7927
315,28.0868
316,17.6511
317,16.1633
318,64.0626
319,61.991
320,59.2299
321,60.1306
322,51.9199
323,50.7319
324,43.1891
325,37.8387
326,37.7662
327,31.932
328,28.1535
329,64.8048
330,60.6129
331,56.2783
332,55.782
333,54.1572
334,51.0988
335,44.596
336,43.7187
337,33.6164
338,32.5106
339,30.6982
340,66.4408
341,61.5876
342,58.7375
343,61.3826
344,55.1461
345,50.1682
346,50.261
347,48.4435
348,44.2703
349,26.6524
350,19.413
351,16.7971
352,67.7714
353,59.5925
