69,65.281
70,64.3809
71,65.7372
72,68.6536
73,58.8016
74,55.9095
75,47.527
76,42.7151
77,30.4619
78,20.1439
79,18.6045
80,63.5084
81,58.7959
82,59.4915
83,53.1128
84,50.5784
85,50.0572
86,42.2137
87,38.3727
88,32.697
89,34.4544
90,29.9335
91,67.6742
92,62.0594
93,59.1408
94,62.0744
95,55.9648
96,50.5545
97,48.0445
98,43.96
99,39.6435
100,43.7125
101,33.084
102,77.2226
239,61.6565
240,62.1684
241,57.7464
242,58.2435
243,55.0184
244,42.8735
245,40.7428
246,34.5146
247,25.5944
248,18.2199
249,16.1633
250,65.7603
251,59.7203
252,56.5995
253,52.047
254,53.5729
255,49.1397
256,43.4934
257,39.4935
258,33.076
259,31.7248
260,23.9911
261,60.972
262,62.2893
263,53.3461
264,55.3395
265,54.2198
266,43.9056
267,45.5909
268,38.6675
269,36.1844
270,30.945
271,25.8019
272,66.9719
409,60.5077
410,63.069
411,60.5047
412,60.4385
413,60.9523
414,58.5701
415,57.4601
416,47.7702
417,42.6943
418,24.0805
419,20.5006
420,66.1127
421,64.3142
422,62.4069
423,58.5979
424,56.4387
425,56.4155
426,55.9483
427,49.8097
428,45.9352
429,44.307
430,39.0661
431,64.6319
432,66.2054
433,59.358
434,62.6466
435,58.6304
436,58.4561
437,56.9361
438,47.6105
439,47.6671
440,45.6429
441,39.174
442,71.42
