dis3,1.4545454545454546
dis5,1.2
dis8,1.0
dis9,1.0
dis13,1.3
dis21,1.5
dis25,1.5
dis26,1.0
dis30,1.0
dis34,1.2222222222222223
dis46,1.0
dis52,1.2
dis57,1.0
dis63,1.1
dis64,1.0
dis65,1.4545454545454546
dis66,1.5
dis74,1.0
dis92,1.0
dis97,1.0
dis101,1.0
dis112,1.3636363636363635
dis116,1.0
dis119,1.2222222222222223
dis126,1.0
dis131,1.7777777777777777
dis135,1.3333333333333333
dis137,1.2222222222222223
dis138,1.0
dis144,1.0
dis146,1.2222222222222223
dis148,1.0
dis150,1.0
dis152,1.0
dis165,1.0
dis166,1.3
dis169,1.4
dis170,1.3
dis176,1.6
dis188,1.0
dis201,1.0909090909090908
dis203,1.6
dis205,1.0
dis210,1.0
dis225,1.2
dis229,1.0
dis245,1.0
dis247,1.0
dis250,1.1111111111111112
dis252,1.0
dis253,1.2222222222222223
dis264,1.4
dis267,1.0
dis268,1.3
dis273,1.0
dis275,1.5
dis277,1.0
dis279,1.0
dis283,1.4
dis285,1.3636363636363635
dis288,1.1111111111111112
dis290,1.1111111111111112
dis291,1.1111111111111112
dis294,1.0
dis297,1.5
dis298,1.4
dis303,1.0
dis310,1.0
dis323,1.0
dis327,1.0
dis343,1.0
dis345,1.1666666666666667
dis350,1.0
dis361,1.0
dis391,1.0
dis392,1.0
dis393,1.2
dis402,1.6
dis405,1.1111111111111112
dis409,1.4
dis413,1.0
dis423,1.3333333333333333
dis428,1.9
dis429,2.2
dis435,1.0
dis447,1.1
dis449,1.5
dis451,1.8
dis456,1.7
dis468,1.3333333333333333
dis477,1.2
dis482,1.1
dis484,1.5
dis494,2.0
dis500,2.2
dis503,1.0
dis514,1.0
dis525,1.0
dis530,2.0
dis536,2.0
dis542,1.8888888888888888
dis543,2.111111111111111
dis544,3.0
dis550,2.4
dis552,2.3
dis558,1.5555555555555556
dis563,1.8
dis571,2.2
dis578,1.8
dis581,2.857142857142857
dis583,2.2
dis587,2.2
dis589,1.5454545454545454
dis600,1.3
dis608,1.2
dis612,1.0
dis616,1.0
dis618,1.0
dis624,1.5
dis625,1.5555555555555556
dis629,1.5454545454545454
dis647,1.2727272727272727
dis648,1.0
dis649,1.4
dis652,1.0
dis657,1.2727272727272727
dis659,2.0
dis662,1.5
dis663,1.6
dis664,1.8
dis676,1.4
dis679,1.7
dis684,1.7272727272727273
dis692,2.0
dis694,1.5555555555555556
dis695,1.6363636363636365
dis697,1.5555555555555556
dis698,1.0
dis701,1.1
dis703,1.0
dis708,1.0
dis716,1.3
dis718,1.0
dis720,1.0
dis722,1.2
dis723,1.5
dis724,2.2
dis729,1.5555555555555556
dis744,2.1
dis754,1.6666666666666667
dis755,1.3
